label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,-0.22566893696784973,-0.10307777673006058,-0.37497153878211975,-0.2805148959159851,-0.436880886554718,-0.42855995893478394,-0.5395485758781433,-0.5275341272354126,-0.18728256225585938,-0.5316995978355408,-0.282815545797348,-0.711834192276001,-0.3368605077266693,-0.8245141506195068,-0.37215477228164673,-0.9249687194824219,-0.013301555998623371,-0.5483716130256653,-0.018972739577293396,-0.7603530287742615,-0.024830499663949013,-0.8917252421379089,-0.03469638153910637,-1.0007634162902832,0.14080707728862762,-0.5099457502365112,0.19501857459545135,-0.6869351863861084,0.21940842270851135,-0.801226019859314,0.2290366291999817,-0.9003982543945312,0.27650636434555054,-0.43056198954582214,0.3669235110282898,-0.5571337938308716,0.4189774990081787,-0.6437197923660278,0.45657843351364136,-0.7268946170806885
0,-0.2379107028245926,-0.10184105485677719,-0.39385950565338135,-0.2776874601840973,-0.45446133613586426,-0.42790958285331726,-0.5576795935630798,-0.5258620381355286,-0.19961737096309662,-0.5319350361824036,-0.293298602104187,-0.7123587727546692,-0.34452277421951294,-0.8223326206207275,-0.3770768344402313,-0.9224131107330322,-0.021567998453974724,-0.5481088757514954,-0.034818463027477264,-0.7613061666488647,-0.042751286178827286,-0.8905626535415649,-0.05252738296985626,-0.9998893141746521,0.13380984961986542,-0.5096418261528015,0.18880632519721985,-0.6864476799964905,0.21097993850708008,-0.8008386492729187,0.2190062552690506,-0.9017345905303955,0.27222901582717896,-0.4326764643192291,0.3579729497432709,-0.5712132453918457,0.4077385365962982,-0.6625893115997314,0.4428626596927643,-0.7527883052825928
0,-0.2228665053844452,-0.09324484318494797,-0.3685118854045868,-0.26964816451072693,-0.41566526889801025,-0.41681069135665894,-0.5054563283920288,-0.5029491186141968,-0.1657525599002838,-0.5277684330940247,-0.25109899044036865,-0.7081952691078186,-0.29885947704315186,-0.8192276954650879,-0.33320140838623047,-0.9184385538101196,0.0075999172404408455,-0.5434792637825012,0.004582095425575972,-0.7546209096908569,0.0058070095255970955,-0.8868091702461243,0.0008290773839689791,-0.9983065724372864,0.1532519906759262,-0.5045989155769348,0.23628780245780945,-0.6773959994316101,0.2806083858013153,-0.7997853755950928,0.30648839473724365,-0.9081704020500183,0.2755841314792633,-0.42835843563079834,0.3783751130104065,-0.5692197680473328,0.4438774287700653,-0.6669896245002747,0.49460697174072266,-0.7640719413757324
0,-0.24494020640850067,-0.103134386241436,-0.3795038163661957,-0.2703607380390167,-0.39550361037254333,-0.409286230802536,-0.45084044337272644,-0.5048475861549377,-0.1182955652475357,-0.5306835770606995,-0.19749708473682404,-0.7038151621818542,-0.25251132249832153,-0.8119300007820129,-0.2959694564342499,-0.9095099568367004,0.07060884684324265,-0.5454798936843872,0.09600812196731567,-0.7528225779533386,0.10726238042116165,-0.8869301080703735,0.1099083349108696,-1.0003705024719238,0.22023119032382965,-0.5097944736480713,0.35120806097984314,-0.6800870895385742,0.423138827085495,-0.8066102266311646,0.4670661389827728,-0.9207190275192261,0.33315223455429077,-0.43586066365242004,0.4587131440639496,-0.5661276578903198,0.5181560516357422,-0.6642498970031738,0.5534870624542236,-0.7618831992149353
0,-0.22709529101848602,-0.09895879775285721,-0.3545726537704468,-0.27286985516548157,-0.3786529302597046,-0.41645193099975586,-0.45601049065589905,-0.504182755947113,-0.12141651660203934,-0.5319722890853882,-0.19491301476955414,-0.7058623433113098,-0.24419254064559937,-0.8141642212867737,-0.2848505973815918,-0.9110204577445984,0.054662492126226425,-0.5475926995277405,0.06877263635396957,-0.7545313239097595,0.07317490130662918,-0.8881999254226685,0.06826639175415039,-0.9998122453689575,0.1962987631559372,-0.5095145106315613,0.31309208273887634,-0.6839910745620728,0.373611718416214,-0.8115280270576477,0.4099835157394409,-0.9257796406745911,0.3056083917617798,-0.4317784607410431,0.42684686183929443,-0.5694147348403931,0.49407801032066345,-0.6719871163368225,0.5420446395874023,-0.7741652131080627
0,-0.1869882494211197,-0.11265920847654343,-0.28087082505226135,-0.3062806725502014,-0.30553552508354187,-0.47083115577697754,-0.38616734743118286,-0.5780978798866272,-0.05073081701993942,-0.540988564491272,-0.08617467433214188,-0.7272385954856873,-0.10671837627887726,-0.8421974182128906,-0.11275801807641983,-0.9486496448516846,0.10163041204214096,-0.5412032604217529,0.1264217346906662,-0.7536712884902954,0.15388821065425873,-0.884063720703125,0.1808505803346634,-0.9964638948440552,0.2251855731010437,-0.48498615622520447,0.33748406171798706,-0.6528592705726624,0.41648709774017334,-0.7704736590385437,0.477433979511261,-0.8761594891548157,0.3225530683994293,-0.392382949590683,0.4468434453010559,-0.5179660320281982,0.535399854183197,-0.6008594632148743,0.6124330163002014,-0.6843181252479553
0,-0.1839154213666916,-0.11660831421613693,-0.28015291690826416,-0.3136352002620697,-0.3157839775085449,-0.4805966317653656,-0.40571191906929016,-0.5894157886505127,-0.0594855472445488,-0.5401952862739563,-0.09961926937103271,-0.7275102138519287,-0.11868942528963089,-0.8434255719184875,-0.12327083200216293,-0.9492960572242737,0.09454239159822464,-0.5392290353775024,0.11742791533470154,-0.7546699643135071,0.14822827279567719,-0.8857700824737549,0.17791393399238586,-0.9968094229698181,0.22079822421073914,-0.4822528064250946,0.3285084068775177,-0.6478773355484009,0.4088386297225952,-0.7639287114143372,0.4711129069328308,-0.8666731715202332,0.3203261196613312,-0.38853347301483154,0.44015374779701233,-0.5077895522117615,0.5224680304527283,-0.5876299738883972,0.5922481417655945,-0.6685129404067993
0,-0.20153813064098358,-0.1004360020160675,-0.3354251980781555,-0.289097398519516,-0.4038294851779938,-0.44683027267456055,-0.5058056116104126,-0.54731684923172,-0.1399862915277481,-0.538025438785553,-0.21181772649288177,-0.7200105786323547,-0.24863994121551514,-0.8313579559326172,-0.2732219398021698,-0.9296106100082397,0.019448410719633102,-0.5503537058830261,0.017210830003023148,-0.7638753056526184,0.024864377453923225,-0.8925350308418274,0.027750680223107338,-1.000844955444336,0.15449433028697968,-0.5065369009971619,0.2446776181459427,-0.675864577293396,0.3073675334453583,-0.7961472272872925,0.34990638494491577,-0.9024900794029236,0.262455016374588,-0.4236239194869995,0.36786705255508423,-0.5506420731544495,0.4399034380912781,-0.635820746421814,0.4952668845653534,-0.7209766507148743
0,-0.2683095335960388,-0.06394238024950027,-0.4988100826740265,-0.2248021364212036,-0.6327842473983765,-0.36104968190193176,-0.7772922515869141,-0.43030059337615967,-0.37735098600387573,-0.4966331124305725,-0.5399824380874634,-0.6612503528594971,-0.6316013932228088,-0.7615955471992493,-0.6988494396209717,-0.854033887386322,-0.20434407889842987,-0.5512828230857849,-0.29131385684013367,-0.7594107985496521,-0.3382764160633087,-0.8911146521568298,-0.37557291984558105,-1.0002928972244263,-0.0374779999256134,-0.5471420288085938,-0.008326137438416481,-0.7377046346664429,0.010015263222157955,-0.8676100969314575,0.015368741936981678,-0.9795441627502441,0.11522629857063293,-0.4986470341682434,0.17111694812774658,-0.650946855545044,0.20583012700080872,-0.7538356781005859,0.22449073195457458,-0.8525129556655884
0,-0.2353276163339615,-0.0970085859298706,-0.39881423115730286,-0.26132097840309143,-0.48507270216941833,-0.40581685304641724,-0.5907487273216248,-0.5057056546211243,-0.2216091752052307,-0.5200276374816895,-0.3219051957130432,-0.6968663930892944,-0.3812040090560913,-0.8023682832717896,-0.4241974949836731,-0.9020401239395142,-0.05047633871436119,-0.5445200800895691,-0.06546704471111298,-0.7572439312934875,-0.0763639286160469,-0.8878176212310791,-0.08781380206346512,-0.99782395362854,0.09736870229244232,-0.5143254995346069,0.17548081278800964,-0.6988514065742493,0.21903806924819946,-0.8150259256362915,0.2426910400390625,-0.9165489673614502,0.22482351958751678,-0.4433082938194275,0.31991130113601685,-0.5845627784729004,0.373458594083786,-0.6786751747131348,0.4098755419254303,-0.7702822089195251
